Name,Role,Market Value,Squadra
Brooke Norton-Cuffy,"Brooke Norton-Cuffy            




            Terzino destro","4,50 mln €",Genoa CFC
Stefano Sabelli,"Stefano Sabelli            




            Terzino destro","1,50 mln €",Genoa CFC
Emil Bohinen,"Emil Bohinen            




            Mediano","1,80 mln €",Genoa CFC
Lior Kasa,"Lior Kasa            




            Mediano","1,00 mln €",Genoa CFC
Milan Badelj,"Milan Badelj   




            Mediano",800 mila €,Genoa CFC
Morten Frendrup,"Morten Frendrup            




            Centrale","20,00 mln €",Genoa CFC
Fabio Miretti,"Fabio Miretti            




            Centrale","12,00 mln €",Genoa CFC
Morten Thorsby,"Morten Thorsby            




            Centrale","3,00 mln €",Genoa CFC
Filippo Melegoni,"Filippo Melegoni            




            Centrale","1,00 mln €",Genoa CFC
Patrizio Masini,"Patrizio Masini            




            Centrale",600 mila €,Genoa CFC
Ruslan Malinovskyi,"Ruslan Malinovskyi  




            Trequartista","3,50 mln €",Genoa CFC
Gastón Pereiro,"Gastón Pereiro            




            Trequartista","1,00 mln €",Genoa CFC
Federico Accornero,"Federico Accornero            




            Ala sinistra",500 mila €,Genoa CFC
Junior Messias,"Junior Messias  




            Ala destra","2,00 mln €",Genoa CFC
Andrea Pinamonti,"Andrea Pinamonti            




            Punta centrale","16,00 mln €",Genoa CFC
Vitinha,"Vitinha            




            Punta centrale","13,00 mln €",Genoa CFC
Jeff Ekhator,"Jeff Ekhator            




            Punta centrale","5,00 mln €",Genoa CFC
David Ankeye,"David Ankeye            




            Punta centrale","1,80 mln €",Genoa CFC
Caleb Ekuban,"Caleb Ekuban            




            Punta centrale","1,50 mln €",Genoa CFC
Mario Balotelli,"Mario Balotelli  




            Punta centrale",500 mila €,Genoa CFC
Zion Suzuki,"Zion Suzuki            




            Portiere","9,00 mln €",Parma Calcio
Leandro Chichizola,"Leandro Chichizola            




            Portiere",400 mila €,Parma Calcio
Edoardo Corvi,"Edoardo Corvi            




            Portiere",350 mila €,Parma Calcio
Alessandro Circati,"Alessandro Circati  




            Difensore centrale","8,50 mln €",Parma Calcio
Giovanni Leoni,"Giovanni Leoni            




            Difensore centrale","4,50 mln €",Parma Calcio
Botond Balogh,"Botond Balogh            




            Difensore centrale","2,50 mln €",Parma Calcio
Yordan Osorio,"Yordan Osorio  




            Difensore centrale","1,70 mln €",Parma Calcio
Lautaro Valenti,"Lautaro Valenti            




            Difensore centrale","1,50 mln €",Parma Calcio
Emanuele Valeri,"Emanuele Valeri            




            Terzino sinistro","3,00 mln €",Parma Calcio
Gianluca Di Chiara,"Gianluca Di Chiara            




            Terzino sinistro",500 mila €,Parma Calcio
Enrico Delprato,"Enrico Delprato   




            Terzino destro","6,00 mln €",Parma Calcio
Woyo Coulibaly,"Woyo Coulibaly            




            Terzino destro","2,00 mln €",Parma Calcio
Mandela Keita,"Mandela Keita            




            Mediano","11,00 mln €",Parma Calcio
Nahuel Estévez,"Nahuel Estévez  




            Mediano","3,50 mln €",Parma Calcio
Adrián Bernabé,"Adrián Bernabé  




            Centrale","15,00 mln €",Parma Calcio
Simon Sohm,"Simon Sohm            




            Centrale","4,00 mln €",Parma Calcio
Hernani,"Hernani            




            Centrale","2,00 mln €",Parma Calcio
Antoine Hainaut,"Antoine Hainaut            




            Centrale","1,00 mln €",Parma Calcio
Drissa Camara,"Drissa Camara            




            Centrale","1,00 mln €",Parma Calcio
Wylan Cyprien,"Wylan Cyprien            




            Centrale","1,00 mln €",Parma Calcio
Adrian Benedyczak,"Adrian Benedyczak            




            Ala sinistra","6,00 mln €",Parma Calcio
Valentin Mihăilă,"Valentin Mihăilă            




            Ala sinistra","3,00 mln €",Parma Calcio
Dennis Man,"Dennis Man            




            Ala destra","17,00 mln €",Parma Calcio
Matteo Cancellieri,"Matteo Cancellieri            




            Ala destra","5,00 mln €",Parma Calcio
Pontus Almqvist,"Pontus Almqvist            




            Ala destra","2,50 mln €",Parma Calcio
Anas Haj Mohamed,"Anas Haj Mohamed            




            Ala destra","1,80 mln €",Parma Calcio
Mateusz Kowalski,"Mateusz Kowalski  




            Seconda punta",300 mila €,Parma Calcio
Ange-Yoan Bonny,"Ange-Yoan Bonny            




            Punta centrale","20,00 mln €",Parma Calcio
Gabriel Charpentier,"Gabriel Charpentier  




            Punta centrale","1,60 mln €",Parma Calcio
Emil Audero,"Emil Audero            




            Portiere","5,00 mln €",Como 1907
Pepe Reina,"Pepe Reina            




            Portiere",600 mila €,Como 1907
Mauro Vigorito,"Mauro Vigorito            




            Portiere",150 mila €,Como 1907
Pierre Bolchini,"Pierre Bolchini            




            Portiere",50 mila €,Como 1907
Alberto Dossena,"Alberto Dossena            




            Difensore centrale","7,00 mln €",Como 1907
Marc Oliver Kempf,"Marc Oliver Kempf            




            Difensore centrale","2,50 mln €",Como 1907
Edoardo Goldaniga,"Edoardo Goldaniga  




            Difensore centrale","1,20 mln €",Como 1907
Federico Barba,"Federico Barba            




            Difensore centrale","1,00 mln €",Como 1907
Fellipe Jack,"Fellipe Jack            




            Difensore centrale",200 mila €,Como 1907
Alberto Moreno,"Alberto Moreno            




            Terzino sinistro","1,80 mln €",Como 1907
Marco Sala,"Marco Sala            




            Terzino sinistro","1,00 mln €",Como 1907
Ignace Van der Brempt,"Ignace Van der Brempt            




            Terzino destro","3,00 mln €",Como 1907
Máximo Perrone,"Máximo Perrone            




            Mediano","9,00 mln €",Como 1907
Yannik Engelhardt,"Yannik Engelhardt            




            Mediano","7,00 mln €",Como 1907
Sergi Roberto,"Sergi Roberto            




            Centrale","2,00 mln €",Como 1907
Matthias Braunöder,"Matthias Braunöder            




            Centrale","2,00 mln €",Como 1907
Luca Mazzitelli,"Luca Mazzitelli            




            Centrale","2,00 mln €",Como 1907
Ben Lhassine Kone,"Ben Lhassine Kone            




            Centrale",600 mila €,Como 1907
Daniele Baselli,"Daniele Baselli            




            Centrale",400 mila €,Como 1907
Giuseppe Mazzaglia,"Giuseppe Mazzaglia            




            Centrale",250 mila €,Como 1907
Alessio Iovine,"Alessio Iovine            




            Centrocampista di destra",400 mila €,Como 1907
Nico Paz,"Nico Paz            




            Trequartista","20,00 mln €",Como 1907
Simone Verdi,"Simone Verdi            




            Trequartista","2,00 mln €",Como 1907
Moutir Chajia,"Moutir Chajia            




            Trequartista",400 mila €,Como 1907
Naj Razi,"Naj Razi            




            Trequartista",300 mila €,Como 1907
Lucas Da Cunha,"Lucas Da Cunha            




            Ala sinistra","6,00 mln €",Como 1907
Alieu Fadera,"Alieu Fadera            




            Ala sinistra","5,00 mln €",Como 1907
Ali Jasim,"Ali Jasim            




            Ala sinistra",450 mila €,Como 1907
Gabriel Strefezza,"Gabriel Strefezza            




            Ala destra","6,00 mln €",Como 1907
Patrick Cutrone,"Patrick Cutrone            




            Punta centrale","7,00 mln €",Como 1907
Nicholas Gioacchini,"Nicholas Gioacchini            




            Punta centrale","2,00 mln €",Como 1907
Andrea Belotti,"Andrea Belotti            




            Punta centrale","2,00 mln €",Como 1907
Alberto Cerri,"Alberto Cerri            




            Punta centrale","1,50 mln €",Como 1907
Alessandro Gabrielloni,"Alessandro Gabrielloni  




            Punta centrale","1,00 mln €",Como 1907
Wladimiro Falcone,"Wladimiro Falcone            




            Portiere","4,00 mln €",US Lecce
Christian Früchtl,"Christian Früchtl            




            Portiere","1,50 mln €",US Lecce
Alexandru Borbei,"Alexandru Borbei            




            Portiere",150 mila €,US Lecce
Jasper Samooja,"Jasper Samooja            




            Portiere",75 mila €,US Lecce
Federico Baschirotto,"Federico Baschirotto  




            Difensore centrale","5,00 mln €",US Lecce
Kialonda Gaspar,"Kialonda Gaspar  




            Difensore centrale","2,50 mln €",US Lecce
Gaby Jean,"Gaby Jean            




            Difensore centrale","1,00 mln €",US Lecce
Kevin Bonifazi,"Kevin Bonifazi            




            Difensore centrale","1,00 mln €",US Lecce
Sebastian Esposito,"Sebastian Esposito            




            Difensore centrale",200 mila €,US Lecce
Antonino Gallo,"Antonino Gallo            




            Terzino sinistro","5,50 mln €",US Lecce
Vernon Addo,"Vernon Addo            




            Terzino sinistro",150 mila €,US Lecce
Andy Pelmard,"Andy Pelmard  




            Terzino destro","2,50 mln €",US Lecce
Frédéric Guilbert,"Frédéric Guilbert            




            Terzino destro","2,50 mln €",US Lecce
Ylber Ramadani,"Ylber Ramadani            




            Mediano","4,00 mln €",US Lecce
Balthazar Pierret,"Balthazar Pierret            




            Mediano","1,00 mln €",US Lecce
Mohamed Kaba,"Mohamed Kaba            




            Centrale","3,50 mln €",US Lecce
Lassana Coulibaly,"Lassana Coulibaly            




            Centrale","2,50 mln €",US Lecce
Joan González,"Joan González  




            Centrale","2,00 mln €",US Lecce
Hamza Rafia,"Hamza Rafia            




            Centrale","1,70 mln €",US Lecce
Medon Berisha,"Medon Berisha  




            Centrale","1,00 mln €",US Lecce
Thórir Jóhann Helgason,"Thórir Jóhann Helgason            




            Centrale",800 mila €,US Lecce
Ed McJannet,"Ed McJannet            




            Centrale",150 mila €,US Lecce
Filip Marchwinski,"Filip Marchwinski            




            Trequartista","4,50 mln €",US Lecce
Rémi Oudin,"Rémi Oudin            




            Trequartista","2,50 mln €",US Lecce
Lameck Banda,"Lameck Banda  




            Ala sinistra","6,00 mln €",US Lecce
Tete Morente,"Tete Morente            




            Ala sinistra","2,00 mln €",US Lecce
Ante Rebić,"Ante Rebić            




            Ala sinistra","1,50 mln €",US Lecce
Nicola Sansone,"Nicola Sansone            




            Ala sinistra",800 mila €,US Lecce
Eetu Mömmö,"Eetu Mömmö            




            Ala sinistra",100 mila €,US Lecce
Patrick Dorgu,"Patrick Dorgu            




            Ala destra","20,00 mln €",US Lecce
Santiago Pierotti,"Santiago Pierotti            




            Ala destra","2,50 mln €",US Lecce
Luis Hasa,"Luis Hasa            




            Ala destra","1,00 mln €",US Lecce
Jeppe Corfitzen,"Jeppe Corfitzen            




            Ala destra",400 mila €,US Lecce
Dario Daka,"Dario Daka            




            Ala destra",75 mila €,US Lecce
Nikola Krstović,"Nikola Krstović            




            Punta centrale","6,00 mln €",US Lecce
Rareș Burnete,"Rareș Burnete            




            Punta centrale",700 mila €,US Lecce
Joel Voelkerling Persson,"Joel Voelkerling Persson            




            Punta centrale",350 mila €,US Lecce
Lorenzo Montipò,"Lorenzo Montipò            




            Portiere","3,00 mln €",Hellas Verona
Simone Perilli,"Simone Perilli            




            Portiere",200 mila €,Hellas Verona
Alessandro Berardi,"Alessandro Berardi            




            Portiere",50 mila €,Hellas Verona
Diego Coppola,"Diego Coppola            




            Difensore centrale","7,50 mln €",Hellas Verona
Flavius Daniliuc,"Flavius Daniliuc            




            Difensore centrale","4,00 mln €",Hellas Verona
Giangiacomo Magnani,"Giangiacomo Magnani            




            Difensore centrale","2,50 mln €",Hellas Verona
Paweł Dawidowicz,"Paweł Dawidowicz            




            Difensore centrale","2,50 mln €",Hellas Verona
Daniele Ghilardi,"Daniele Ghilardi            




            Difensore centrale","1,60 mln €",Hellas Verona
Yllan Okou,"Yllan Okou            




            Difensore centrale",900 mila €,Hellas Verona
Christian Corradi,"Christian Corradi            




            Difensore centrale",800 mila €,Hellas Verona
Domagoj Bradarić,"Domagoj Bradarić            




            Terzino sinistro","4,00 mln €",Hellas Verona
Martin Frese,"Martin Frese  




            Terzino sinistro","2,00 mln €",Hellas Verona
Jackson Tchatchoua,"Jackson Tchatchoua            




            Terzino destro","8,00 mln €",Hellas Verona
Davide Faraoni,"Davide Faraoni            




            Terzino destro","1,00 mln €",Hellas Verona
Reda Belahyane,"Reda Belahyane            




            Mediano","10,00 mln €",Hellas Verona
Joselito,"Joselito            




            Mediano",75 mila €,Hellas Verona
Suat Serdar,"Suat Serdar            




            Centrale","5,00 mln €",Hellas Verona
Ondrej Duda,"Ondrej Duda            




            Centrale","4,00 mln €",Hellas Verona
Abdou Harroui,"Abdou Harroui  




            Centrale","2,50 mln €",Hellas Verona
Dani Silva,"Dani Silva            




            Centrale","1,50 mln €",Hellas Verona
Darko Lazović,"Darko Lazović  




            Centrocampista di sinistra","1,50 mln €",Hellas Verona
Tomas Suslov,"Tomas Suslov            




            Trequartista","6,00 mln €",Hellas Verona
Ayanda Sishuba,"Ayanda Sishuba            




            Trequartista","2,00 mln €",Hellas Verona
Grigoris Kastanos,"Grigoris Kastanos            




            Trequartista","1,80 mln €",Hellas Verona
Alphadjo Cissè,"Alphadjo Cissè            




            Trequartista","1,40 mln €",Hellas Verona
Faride Alidou,"Faride Alidou            




            Ala sinistra","2,00 mln €",Hellas Verona
Casper Tengstedt,"Casper Tengstedt            




            Punta centrale","7,00 mln €",Hellas Verona
Amin Sarr,"Amin Sarr            




            Punta centrale","4,00 mln €",Hellas Verona
Daniel Mosquera,"Daniel Mosquera            




            Punta centrale","1,50 mln €",Hellas Verona
Dailon Rocha Livramento,"Dailon Rocha Livramento            




            Punta centrale",800 mila €,Hellas Verona
Mathis Lambourde,"Mathis Lambourde            




            Punta centrale",500 mila €,Hellas Verona
Juan Manuel Cruz,"Juan Manuel Cruz            




            Punta centrale",400 mila €,Hellas Verona
Junior Ajayi,"Junior Ajayi            




            Punta centrale",150 mila €,Hellas Verona
Stefano Turati,"Stefano Turati            




            Portiere","7,50 mln €",AC Monza
Alessio Cragno,"Alessio Cragno            




            Portiere","1,00 mln €",AC Monza
Semuel Pizzignacco,"Semuel Pizzignacco            




            Portiere",800 mila €,AC Monza
Andrea Mazza,"Andrea Mazza            




            Portiere",75 mila €,AC Monza
Andrea Carboni,"Andrea Carboni            




            Difensore centrale","4,00 mln €",AC Monza
Pablo Marí,"Pablo Marí  




            Difensore centrale","3,50 mln €",AC Monza
Armando Izzo,"Armando Izzo            




            Difensore centrale","2,50 mln €",AC Monza
Luca Caldirola,"Luca Caldirola  




            Difensore centrale","1,00 mln €",AC Monza
Danilo D'Ambrosio,"Danilo D'Ambrosio            




            Difensore centrale",800 mila €,AC Monza
Samuele Birindelli,"Samuele Birindelli            




            Terzino destro","3,50 mln €",AC Monza
Pedro Pereira,"Pedro Pereira            




            Terzino destro","1,80 mln €",AC Monza
Matteo Pessina,"Matteo Pessina   




            Centrale","12,00 mln €",AC Monza
Warren Bondo,"Warren Bondo            




            Centrale","7,00 mln €",AC Monza
Alessandro Bianco,"Alessandro Bianco            




            Centrale","5,00 mln €",AC Monza
Roberto Gagliardini,"Roberto Gagliardini  




            Centrale","2,00 mln €",AC Monza
Stefano Sensi,"Stefano Sensi            




            Centrale","1,50 mln €",AC Monza
Mattia Valoti,"Mattia Valoti            




            Centrale","1,00 mln €",AC Monza
Jean-Daniel Akpa Akpro,"Jean-Daniel Akpa Akpro            




            Centrale",500 mila €,AC Monza
Patrick Ciurria,"Patrick Ciurria            




            Centrocampista di destra","3,00 mln €",AC Monza
Georgios Kyriakopoulos,"Georgios Kyriakopoulos  




            Centrocampista di sinistra","3,50 mln €",AC Monza
Daniel Maldini,"Daniel Maldini            




            Trequartista","6,00 mln €",AC Monza
Samuele Vignato,"Samuele Vignato  




            Trequartista","3,50 mln €",AC Monza
Omari Forson,"Omari Forson            




            Ala destra","2,00 mln €",AC Monza
Dany Mota,"Dany Mota  




            Seconda punta","5,00 mln €",AC Monza
Gianluca Caprari,"Gianluca Caprari            




            Seconda punta","2,50 mln €",AC Monza
Andrea Petagna,"Andrea Petagna            




            Punta centrale","2,00 mln €",AC Monza
Milan Djuric,"Milan Djuric            




            Punta centrale","1,50 mln €",AC Monza
Mirko Maric,"Mirko Maric            




            Punta centrale",700 mila €,AC Monza
Davide Diaw,"Davide Diaw            




            Punta centrale",600 mila €,AC Monza
Devis Vásquez,"Devis Vásquez            




            Portiere","4,00 mln €",Empoli FC
Jacopo Seghetti,"Jacopo Seghetti            




            Portiere","1,00 mln €",Empoli FC
Samuele Perisan,"Samuele Perisan            




            Portiere",500 mila €,Empoli FC
Federico Brancolini,"Federico Brancolini            




            Portiere",200 mila €,Empoli FC
Saba Goglichidze,"Saba Goglichidze            




            Difensore centrale","8,00 mln €",Empoli FC
Mattia Viti,"Mattia Viti  




            Difensore centrale","6,50 mln €",Empoli FC
Ardian Ismajli,"Ardian Ismajli            




            Difensore centrale","6,00 mln €",Empoli FC
Saba Sazonov,"Saba Sazonov  




            Difensore centrale","2,50 mln €",Empoli FC
Luca Marianucci,"Luca Marianucci            




            Difensore centrale",800 mila €,Empoli FC
Giuseppe Pezzella,"Giuseppe Pezzella            




            Terzino sinistro","2,50 mln €",Empoli FC
Liberato Cacace,"Liberato Cacace            




            Terzino sinistro","2,00 mln €",Empoli FC
Tyronne Ebuehi,"Tyronne Ebuehi            




            Terzino destro","1,50 mln €",Empoli FC
Junior Sambia,"Junior Sambia            




            Terzino destro","1,40 mln €",Empoli FC
Mattia De Sciglio,"Mattia De Sciglio            




            Terzino destro","1,00 mln €",Empoli FC
Alberto Grassi,"Alberto Grassi            




            Mediano","1,80 mln €",Empoli FC
Jacopo Fazzini,"Jacopo Fazzini            




            Centrale","8,00 mln €",Empoli FC
Youssef Maleh,"Youssef Maleh            




            Centrale","4,00 mln €",Empoli FC
Szymon Żurkowski,"Szymon Żurkowski            




            Centrale","2,50 mln €",Empoli FC
Liam Henderson,"Liam Henderson            




            Centrale","1,40 mln €",Empoli FC
Luca Belardinelli,"Luca Belardinelli            




            Centrale",800 mila €,Empoli FC
Nicolas Haas,"Nicolas Haas  




            Centrale",700 mila €,Empoli FC
Tino Anjorin,"Tino Anjorin            




            Trequartista","2,50 mln €",Empoli FC
Emmanuel Gyasi,"Emmanuel Gyasi            




            Ala sinistra","2,00 mln €",Empoli FC
Emmanuel Ekong,"Emmanuel Ekong            




            Ala sinistra",500 mila €,Empoli FC
Ola Solbakken,"Ola Solbakken  




            Ala destra","2,50 mln €",Empoli FC
Sebastiano Esposito,"Sebastiano Esposito            




            Seconda punta","7,00 mln €",Empoli FC
Lorenzo Colombo,"Lorenzo Colombo            




            Punta centrale","6,00 mln €",Empoli FC
Pietro Pellegri,"Pietro Pellegri  




            Punta centrale","3,00 mln €",Empoli FC
Simone Scuffet,"Simone Scuffet            




            Portiere","2,00 mln €",Cagliari Calcio
Alen Sherri,"Alen Sherri            




            Portiere","1,00 mln €",Cagliari Calcio
Giuseppe Ciocci,"Giuseppe Ciocci            




            Portiere",100 mila €,Cagliari Calcio
Sebastiano Luperto,"Sebastiano Luperto            




            Difensore centrale","3,50 mln €",Cagliari Calcio
Yerry Mina,"Yerry Mina            




            Difensore centrale","3,00 mln €",Cagliari Calcio
Adam Obert,"Adam Obert            




            Difensore centrale","3,00 mln €",Cagliari Calcio
Mateusz Wieteska,"Mateusz Wieteska            




            Difensore centrale","2,20 mln €",Cagliari Calcio
José Luis Palomino,"José Luis Palomino            




            Difensore centrale",700 mila €,Cagliari Calcio
Tommaso Augello,"Tommaso Augello            




            Terzino sinistro","1,80 mln €",Cagliari Calcio
Paulo Azzi,"Paulo Azzi            




            Terzino sinistro","1,00 mln €",Cagliari Calcio
Gabriele Zappa,"Gabriele Zappa            




            Terzino destro","3,50 mln €",Cagliari Calcio
Matteo Prati,"Matteo Prati            




            Mediano","9,00 mln €",Cagliari Calcio
Răzvan Marin,"Răzvan Marin            




            Mediano","4,00 mln €",Cagliari Calcio
Antoine Makoumbou,"Antoine Makoumbou            




            Mediano","4,00 mln €",Cagliari Calcio
Alessandro Deiola,"Alessandro Deiola            




            Centrale","1,60 mln €",Cagliari Calcio
Michel Adopo,"Michel Adopo            




            Centrale","1,50 mln €",Cagliari Calcio
Marko Rog,"Marko Rog            




            Centrale","1,30 mln €",Cagliari Calcio
Nicolas Viola,"Nicolas Viola            




            Centrale",800 mila €,Cagliari Calcio
Nadir Zortea,"Nadir Zortea            




            Centrocampista di destra","3,00 mln €",Cagliari Calcio
Jakub Jankto,"Jakub Jankto            




            Centrocampista di sinistra","1,00 mln €",Cagliari Calcio
Gianluca Gaetano,"Gianluca Gaetano            




            Trequartista","5,00 mln €",Cagliari Calcio
Mattia Felici,"Mattia Felici            




            Ala sinistra","1,50 mln €",Cagliari Calcio
Zito Luvumbo,"Zito Luvumbo  




            Punta centrale","7,00 mln €",Cagliari Calcio
Roberto Piccoli,"Roberto Piccoli            




            Punta centrale","6,00 mln €",Cagliari Calcio
Gianluca Lapadula,"Gianluca Lapadula            




            Punta centrale","1,00 mln €",Cagliari Calcio
Kingstone Mutandwa,"Kingstone Mutandwa            




            Punta centrale","1,00 mln €",Cagliari Calcio
Leonardo Pavoletti,"Leonardo Pavoletti  




            Punta centrale",700 mila €,Cagliari Calcio
Filip Stankovic,"Filip Stankovic            




            Portiere","4,50 mln €",Venezia FC
Jesse Joronen,"Jesse Joronen            




            Portiere","1,00 mln €",Venezia FC
Filippo Neri,"Filippo Neri            




            Portiere",200 mila €,Venezia FC
Matteo Grandi,"Matteo Grandi            




            Portiere",150 mila €,Venezia FC
Jay Idzes,"Jay Idzes            




            Difensore centrale","3,00 mln €",Venezia FC
Michael Svoboda,"Michael Svoboda  




            Difensore centrale","3,00 mln €",Venezia FC
Joël Schingtienne,"Joël Schingtienne            




            Difensore centrale","2,00 mln €",Venezia FC
Giorgio Altare,"Giorgio Altare            




            Difensore centrale","1,80 mln €",Venezia FC
Marin Šverko,"Marin Šverko            




            Difensore centrale","1,20 mln €",Venezia FC
Francesco Zampano,"Francesco Zampano            




            Terzino sinistro","1,10 mln €",Venezia FC
Ridgeciano Haps,"Ridgeciano Haps            




            Terzino sinistro","1,00 mln €",Venezia FC
Franco Carboni,"Franco Carboni            




            Terzino sinistro",900 mila €,Venezia FC
Antonio Candela,"Antonio Candela            




            Terzino destro","2,30 mln €",Venezia FC
Richie Sagrado,"Richie Sagrado  




            Terzino destro","2,00 mln €",Venezia FC
Luca Fiordilino,"Luca Fiordilino            




            Mediano",600 mila €,Venezia FC
Gianluca Busio,"Gianluca Busio            




            Centrale","6,50 mln €",Venezia FC
Hans Nicolussi Caviglia,"Hans Nicolussi Caviglia            




            Centrale","6,00 mln €",Venezia FC
Mikael Egill Ellertsson,"Mikael Egill Ellertsson            




            Centrale","2,80 mln €",Venezia FC
Alfred Duncan,"Alfred Duncan  




            Centrale","2,50 mln €",Venezia FC
Magnus Kofod Andersen,"Magnus Kofod Andersen            




            Centrale","1,20 mln €",Venezia FC
Issa Doumbia,"Issa Doumbia  




            Centrale","1,00 mln €",Venezia FC
Domen Crnigoj,"Domen Crnigoj            




            Centrale",900 mila €,Venezia FC
Gaetano Oristanio,"Gaetano Oristanio            




            Trequartista","6,50 mln €",Venezia FC
John Yeboah,"John Yeboah            




            Trequartista","2,50 mln €",Venezia FC
Saad El Haddad,"Saad El Haddad            




            Trequartista",250 mila €,Venezia FC
Bjarki Bjarkason,"Bjarki Bjarkason            




            Ala sinistra",800 mila €,Venezia FC
Joel Pohjanpalo,"Joel Pohjanpalo            




            Punta centrale","5,00 mln €",Venezia FC
Antonio Raimondo,"Antonio Raimondo            




            Punta centrale","4,50 mln €",Venezia FC
Christian Gytkjaer,"Christian Gytkjaer            




            Punta centrale",700 mila €,Venezia FC
Hilmir Rafn Mikaelsson,"Hilmir Rafn Mikaelsson            




            Punta centrale",600 mila €,Venezia FC
